,Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
12229,2017-10-01,America,Mexico,female,651,435,49.7
12232,2017-11-01,America,Mexico,male,919,668,37.6
12233,2017-11-01,America,Mexico,female,589,362,62.7
12236,2017-12-01,America,Mexico,male,643,435,47.8
12237,2017-12-01,America,Mexico,female,619,306,102.3
12240,2018-01-01,America,Mexico,male,610,392,55.6
12241,2018-01-01,America,Mexico,female,426,284,50.0
12244,2018-02-01,America,Mexico,male,608,496,22.6
12245,2018-02-01,America,Mexico,female,425,303,40.3
12248,2018-03-01,America,Mexico,male,1013,631,60.5
12249,2018-03-01,America,Mexico,female,868,407,113.3
12252,2018-04-01,America,Mexico,male,1070,835,28.1
12253,2018-04-01,America,Mexico,female,815,731,11.5
12256,2018-05-01,America,Mexico,male,969,747,29.7
12257,2018-05-01,America,Mexico,female,661,422,56.6
12260,2018-06-01,America,Mexico,male,899,612,46.9
12261,2018-06-01,America,Mexico,female,703,399,76.2
12264,2018-07-01,America,Mexico,male,1258,1254,0.3
12265,2018-07-01,America,Mexico,female,1267,942,34.5
12268,2018-08-01,America,Mexico,male,899,833,7.9
12269,2018-08-01,America,Mexico,female,757,673,12.5
12272,2018-09-01,America,Mexico,male,867,944,-8.2
12273,2018-09-01,America,Mexico,female,722,671,7.6
12276,2018-10-01,America,Mexico,male,1246,982,26.9
12277,2018-10-01,America,Mexico,female,943,651,44.9
12280,2018-11-01,America,Mexico,male,1027,919,11.8
12281,2018-11-01,America,Mexico,female,739,589,25.5
12284,2018-12-01,America,Mexico,male,779,643,21.2
12285,2018-12-01,America,Mexico,female,700,619,13.1
12288,2019-01-01,America,Mexico,male,784,610,28.5
12289,2019-01-01,America,Mexico,female,611,426,43.4
12292,2019-02-01,America,Mexico,male,590,608,-3.0
12293,2019-02-01,America,Mexico,female,473,425,11.3
12296,2019-03-01,America,Mexico,male,1014,1013,0.1
12297,2019-03-01,America,Mexico,female,724,868,-16.6
12300,2019-04-01,America,Mexico,male,1358,1070,26.9
12301,2019-04-01,America,Mexico,female,1419,815,74.1
12304,2019-05-01,America,Mexico,male,1144,969,18.1
12305,2019-05-01,America,Mexico,female,913,661,38.1
12308,2019-06-01,America,Mexico,male,960,899,6.8
12309,2019-06-01,America,Mexico,female,945,703,34.4
12312,2019-07-01,America,Mexico,male,1311,1258,4.2
12313,2019-07-01,America,Mexico,female,1500,1267,18.4
12316,2019-08-01,America,Mexico,male,1133,899,26.0
12317,2019-08-01,America,Mexico,female,1025,757,35.4
12320,2019-09-01,America,Mexico,male,1362,867,57.1
12321,2019-09-01,America,Mexico,female,1221,722,69.1
12324,2019-10-01,America,Mexico,male,1330,1246,6.7
12325,2019-10-01,America,Mexico,female,1083,943,14.8
12328,2019-11-01,America,Mexico,male,1068,1027,4.0
12329,2019-11-01,America,Mexico,female,904,739,22.3
12332,2019-12-01,America,Mexico,male,1007,779,29.3
12333,2019-12-01,America,Mexico,female,943,700,34.7
12336,2020-01-01,America,Mexico,male,905,784,15.4
12337,2020-01-01,America,Mexico,female,706,611,15.5
12340,2020-02-01,America,Mexico,male,533,590,-9.7
12341,2020-02-01,America,Mexico,female,507,473,7.2
12344,2020-03-01,America,Mexico,male,96,1014,-90.5
12345,2020-03-01,America,Mexico,female,91,724,-87.4
12348,2020-04-01,America,Mexico,male,17,1358,-98.7
12349,2020-04-01,America,Mexico,female,12,1419,-99.2
12352,2020-05-01,America,Mexico,male,8,1144,-99.3
12353,2020-05-01,America,Mexico,female,15,913,-98.4
12356,2020-06-01,America,Mexico,male,21,960,-97.8
12357,2020-06-01,America,Mexico,female,14,945,-98.5
12360,2020-07-01,America,Mexico,male,23,1311,-98.2
12361,2020-07-01,America,Mexico,female,16,1500,-98.9
12364,2020-08-01,America,Mexico,male,44,1133,-96.1
12365,2020-08-01,America,Mexico,female,50,1025,-95.1
12368,2020-09-01,America,Mexico,male,28,1362,-97.9
12369,2020-09-01,America,Mexico,female,18,1221,-98.5
12372,2020-10-01,America,Mexico,male,24,1330,-98.2
12373,2020-10-01,America,Mexico,female,26,1083,-97.6
12376,2020-11-01,America,Mexico,male,27,1068,-97.5
12377,2020-11-01,America,Mexico,female,28,904,-96.9
12380,2020-12-01,America,Mexico,male,18,1007,-98.2
12381,2020-12-01,America,Mexico,female,37,943,-96.1
12384,2021-01-01,America,Mexico,male,27,905,-97.0
12385,2021-01-01,America,Mexico,female,37,706,-94.8
12388,2021-02-01,America,Mexico,male,45,533,-91.6
12389,2021-02-01,America,Mexico,female,72,507,-85.8
12392,2021-03-01,America,Mexico,male,41,96,-57.3
12393,2021-03-01,America,Mexico,female,23,91,-74.7
12396,2021-04-01,America,Mexico,male,26,17,52.9
12397,2021-04-01,America,Mexico,female,30,12,150.0
12400,2021-05-01,America,Mexico,male,26,8,225.0
12401,2021-05-01,America,Mexico,female,35,15,133.3
12404,2021-06-01,America,Mexico,male,39,21,85.7
12405,2021-06-01,America,Mexico,female,40,14,185.7
12408,2021-07-01,America,Mexico,male,33,23,43.5
12409,2021-07-01,America,Mexico,female,57,16,256.2
12412,2021-08-01,America,Mexico,male,70,44,59.1
12413,2021-08-01,America,Mexico,female,167,50,234.0
12416,2021-09-01,America,Mexico,male,41,28,46.4
12417,2021-09-01,America,Mexico,female,65,18,261.1
12420,2021-10-01,America,Mexico,male,51,24,112.5
12421,2021-10-01,America,Mexico,female,35,26,34.6
12424,2021-11-01,America,Mexico,male,66,27,144.4
12425,2021-11-01,America,Mexico,female,63,28,125.0
12428,2021-12-01,America,Mexico,male,29,18,61.1
12429,2021-12-01,America,Mexico,female,49,37,32.4
12432,2022-01-01,America,Mexico,male,58,27,114.8
12433,2022-01-01,America,Mexico,female,50,37,35.1
12436,2022-02-01,America,Mexico,male,101,45,124.4
12437,2022-02-01,America,Mexico,female,179,72,148.6
12440,2022-03-01,America,Mexico,male,37,41,-9.8
12441,2022-03-01,America,Mexico,female,59,23,156.5
12444,2022-04-01,America,Mexico,male,166,26,538.5
12445,2022-04-01,America,Mexico,female,174,30,480.0
12448,2022-05-01,America,Mexico,male,220,26,746.2
12449,2022-05-01,America,Mexico,female,173,35,394.3
12452,2022-06-01,America,Mexico,male,230,39,489.7
12453,2022-06-01,America,Mexico,female,207,40,417.5
12456,2022-07-01,America,Mexico,male,242,33,633.3
12457,2022-07-01,America,Mexico,female,323,57,466.7
12460,2022-08-01,America,Mexico,male,348,70,397.1
12461,2022-08-01,America,Mexico,female,518,167,210.2
12464,2022-09-01,America,Mexico,male,464,41,1031.7
12465,2022-09-01,America,Mexico,female,444,65,583.1
12468,2022-10-01,America,Mexico,male,552,51,982.4
12469,2022-10-01,America,Mexico,female,538,35,1437.1
12472,2022-11-01,America,Mexico,male,480,66,627.3
12473,2022-11-01,America,Mexico,female,421,63,568.3
12476,2022-12-01,America,Mexico,male,409,29,1310.3
12477,2022-12-01,America,Mexico,female,415,49,746.9
12480,2023-01-01,America,Mexico,male,366,58,531.0
12481,2023-01-01,America,Mexico,female,306,50,512.0
12484,2023-02-01,America,Mexico,male,354,101,250.5
12485,2023-02-01,America,Mexico,female,344,179,92.2
12488,2023-03-01,America,Mexico,male,537,37,1351.4
12489,2023-03-01,America,Mexico,female,655,59,1010.2
12492,2023-04-01,America,Mexico,male,970,166,484.3
12493,2023-04-01,America,Mexico,female,1285,174,638.5
12496,2023-05-01,America,Mexico,male,763,220,246.8
12497,2023-05-01,America,Mexico,female,724,173,318.5
12500,2023-06-01,America,Mexico,male,643,230,179.6
12501,2023-06-01,America,Mexico,female,774,207,273.9
12504,2023-07-01,America,Mexico,male,1156,242,377.7
12505,2023-07-01,America,Mexico,female,1508,323,366.9
12508,2023-08-01,America,Mexico,male,870,348,150.0
12509,2023-08-01,America,Mexico,female,1055,518,103.7
12512,2016-01-01,Asia,Mongolia,male,3275,3060,7.0
12513,2016-01-01,Asia,Mongolia,female,3233,3126,3.4
12516,2016-02-01,Asia,Mongolia,male,3116,2584,20.6
12517,2016-02-01,Asia,Mongolia,female,3102,2701,14.8
12520,2016-03-01,Asia,Mongolia,male,2965,2827,4.9
12521,2016-03-01,Asia,Mongolia,female,2948,2712,8.7
12524,2016-04-01,Asia,Mongolia,male,2589,3128,-17.2
12525,2016-04-01,Asia,Mongolia,female,2634,2802,-6.0
12528,2016-05-01,Asia,Mongolia,male,2937,3796,-22.6
12529,2016-05-01,Asia,Mongolia,female,3041,3608,-15.7
12532,2016-06-01,Asia,Mongolia,male,3496,3930,-11.0
12533,2016-06-01,Asia,Mongolia,female,4267,3861,10.5
12536,2016-07-01,Asia,Mongolia,male,3006,2802,7.3
12537,2016-07-01,Asia,Mongolia,female,3781,2911,29.9
12540,2016-08-01,Asia,Mongolia,male,3284,3068,7.0
12541,2016-08-01,Asia,Mongolia,female,3666,3232,13.4
12544,2016-09-01,Asia,Mongolia,male,3079,3122,-1.4
12545,2016-09-01,Asia,Mongolia,female,3441,3202,7.5
12548,2016-10-01,Asia,Mongolia,male,3191,3838,-16.9
12549,2016-10-01,Asia,Mongolia,female,3546,3634,-2.4
12552,2016-11-01,Asia,Mongolia,male,3169,3918,-19.1
12553,2016-11-01,Asia,Mongolia,female,3306,3724,-11.2
12556,2016-12-01,Asia,Mongolia,male,3754,2873,30.7
12557,2016-12-01,Asia,Mongolia,female,4117,3080,33.7
12560,2017-01-01,Asia,Mongolia,male,4329,3275,32.2
12561,2017-01-01,Asia,Mongolia,female,4176,3233,29.2
12564,2017-02-01,Asia,Mongolia,male,3601,3116,15.6
12565,2017-02-01,Asia,Mongolia,female,3668,3102,18.2
12568,2017-03-01,Asia,Mongolia,male,4372,2965,47.5
12569,2017-03-01,Asia,Mongolia,female,4222,2948,43.2
12572,2017-04-01,Asia,Mongolia,male,3293,2589,27.2
12573,2017-04-01,Asia,Mongolia,female,3440,2634,30.6
12576,2017-05-01,Asia,Mongolia,male,2934,2937,-0.1
12577,2017-05-01,Asia,Mongolia,female,3351,3041,10.2
12580,2017-06-01,Asia,Mongolia,male,4116,3496,17.7
12581,2017-06-01,Asia,Mongolia,female,5627,4267,31.9
12584,2017-07-01,Asia,Mongolia,male,3697,3006,23.0
12585,2017-07-01,Asia,Mongolia,female,4567,3781,20.8
12588,2017-08-01,Asia,Mongolia,male,3407,3284,3.7
12589,2017-08-01,Asia,Mongolia,female,3977,3666,8.5
12592,2017-09-01,Asia,Mongolia,male,4290,3079,39.3
12593,2017-09-01,Asia,Mongolia,female,5013,3441,45.7
12596,2017-10-01,Asia,Mongolia,male,5102,3191,59.9
12597,2017-10-01,Asia,Mongolia,female,5147,3546,45.1
12600,2017-11-01,Asia,Mongolia,male,5273,3169,66.4
12601,2017-11-01,Asia,Mongolia,female,6146,3306,85.9
12604,2017-12-01,Asia,Mongolia,male,4538,3754,20.9
12605,2017-12-01,Asia,Mongolia,female,5178,4117,25.8
12608,2018-01-01,Asia,Mongolia,male,5189,4329,19.9
12609,2018-01-01,Asia,Mongolia,female,5558,4176,33.1
12612,2018-02-01,Asia,Mongolia,male,4320,3601,20.0
12613,2018-02-01,Asia,Mongolia,female,4550,3668,24.0
